result,table,_time,_value,_field,_measurement,sensor_id
,3,2023-04-18T23:59:02Z,0.408169749,co,airSensors,TLM0103
,3,2023-04-18T23:59:12Z,0.419499053,co,airSensors,TLM0103
,3,2023-04-18T23:59:22Z,0.434109198,co,airSensors,TLM0103
,3,2023-04-18T23:59:32Z,0.434202847,co,airSensors,TLM0103
,3,2023-04-18T23:59:42Z,0.423666301,co,airSensors,TLM0103
,3,2023-04-18T23:59:52Z,0.421753906,co,airSensors,TLM0103
,3,2023-04-19T00:00:02Z,0.413049305,co,airSensors,TLM0103
,3,2023-04-19T00:00:12Z,0.406248459,co,airSensors,TLM0103
,3,2023-04-19T00:00:22Z,0.41760037,co,airSensors,TLM0103
,3,2023-04-19T00:00:32Z,0.406205989,co,airSensors,TLM0103
,3,2023-04-19T00:00:42Z,0.413982922,co,airSensors,TLM0103
,3,2023-04-19T00:00:52Z,0.422570437,co,airSensors,TLM0103
,3,2023-04-19T00:01:02Z,0.421437699,co,airSensors,TLM0103
,3,2023-04-19T00:01:12Z,0.422491293,co,airSensors,TLM0103
,3,2023-04-19T00:01:22Z,0.404048676,co,airSensors,TLM0103
,3,2023-04-19T00:01:32Z,0.388983321,co,airSensors,TLM0103
,3,2023-04-19T00:01:42Z,0.407300567,co,airSensors,TLM0103
,3,2023-04-19T00:01:52Z,0.415542107,co,airSensors,TLM0103
,3,2023-04-19T00:02:02Z,0.429033186,co,airSensors,TLM0103
,3,2023-04-19T00:02:12Z,0.427998607,co,airSensors,TLM0103
,3,2023-04-19T00:02:22Z,0.413779362,co,airSensors,TLM0103
,3,2023-04-19T00:02:32Z,0.411484082,co,airSensors,TLM0103
,3,2023-04-19T00:02:42Z,0.409632073,co,airSensors,TLM0103
,3,2023-04-19T00:02:52Z,0.403570845,co,airSensors,TLM0103
,3,2023-04-19T00:03:02Z,0.389928296,co,airSensors,TLM0103
,3,2023-04-19T00:03:12Z,0.392125508,co,airSensors,TLM0103
,3,2023-04-19T00:03:22Z,0.375103436,co,airSensors,TLM0103
,3,2023-04-19T00:03:32Z,0.391719953,co,airSensors,TLM0103
,3,2023-04-19T00:03:42Z,0.407152957,co,airSensors,TLM0103
,3,2023-04-19T00:03:52Z,0.422703362,co,airSensors,TLM0103
,3,2023-04-19T00:04:02Z,0.411748956,co,airSensors,TLM0103
,3,2023-04-19T00:04:12Z,0.397454106,co,airSensors,TLM0103
,3,2023-04-19T00:04:22Z,0.398624601,co,airSensors,TLM0103
,3,2023-04-19T00:04:32Z,0.403398795,co,airSensors,TLM0103
,3,2023-04-19T00:04:42Z,0.39091366,co,airSensors,TLM0103
,3,2023-04-19T00:04:52Z,0.398682678,co,airSensors,TLM0103
,3,2023-04-19T00:05:02Z,0.414004483,co,airSensors,TLM0103
,3,2023-04-19T00:05:12Z,0.404511696,co,airSensors,TLM0103
,3,2023-04-19T00:05:22Z,0.419350029,co,airSensors,TLM0103
,3,2023-04-19T00:05:32Z,0.436810123,co,airSensors,TLM0103
,3,2023-04-19T00:05:42Z,0.454341379,co,airSensors,TLM0103
,3,2023-04-19T00:05:52Z,0.437427889,co,airSensors,TLM0103
,3,2023-04-19T00:06:02Z,0.432364803,co,airSensors,TLM0103
,3,2023-04-19T00:06:12Z,0.421649299,co,airSensors,TLM0103
,3,2023-04-19T00:06:22Z,0.431915311,co,airSensors,TLM0103
,3,2023-04-19T00:06:32Z,0.449714083,co,airSensors,TLM0103
,3,2023-04-19T00:06:42Z,0.457211364,co,airSensors,TLM0103
,3,2023-04-19T00:06:52Z,0.45042532,co,airSensors,TLM0103
,3,2023-04-19T00:07:02Z,0.461546796,co,airSensors,TLM0103
,3,2023-04-19T00:07:12Z,0.480393202,co,airSensors,TLM0103
,3,2023-04-19T00:07:22Z,0.461867888,co,airSensors,TLM0103
,3,2023-04-19T00:07:32Z,0.469269775,co,airSensors,TLM0103
,3,2023-04-19T00:07:42Z,0.455213321,co,airSensors,TLM0103
,3,2023-04-19T00:07:52Z,0.437379489,co,airSensors,TLM0103
,3,2023-04-19T00:08:02Z,0.443281453,co,airSensors,TLM0103
,3,2023-04-19T00:08:12Z,0.450625891,co,airSensors,TLM0103
,3,2023-04-19T00:08:22Z,0.464842635,co,airSensors,TLM0103
,3,2023-04-19T00:08:32Z,0.449582915,co,airSensors,TLM0103
,3,2023-04-19T00:08:42Z,0.432187208,co,airSensors,TLM0103
,3,2023-04-19T00:08:52Z,0.416532881,co,airSensors,TLM0103
,3,2023-04-19T00:09:02Z,0.418234466,co,airSensors,TLM0103
,3,2023-04-19T00:09:12Z,0.409639496,co,airSensors,TLM0103
,3,2023-04-19T00:09:22Z,0.412192551,co,airSensors,TLM0103
,3,2023-04-19T00:09:32Z,0.395111462,co,airSensors,TLM0103
,3,2023-04-19T00:09:42Z,0.38913222,co,airSensors,TLM0103
,3,2023-04-19T00:09:52Z,0.404497235,co,airSensors,TLM0103
,3,2023-04-19T00:10:02Z,0.399487166,co,airSensors,TLM0103
,3,2023-04-19T00:10:12Z,0.418204135,co,airSensors,TLM0103
,3,2023-04-19T00:10:22Z,0.406281557,co,airSensors,TLM0103
,3,2023-04-19T00:10:32Z,0.412952795,co,airSensors,TLM0103
,3,2023-04-19T00:10:42Z,0.411389724,co,airSensors,TLM0103
,3,2023-04-19T00:10:52Z,0.403816355,co,airSensors,TLM0103
,3,2023-04-19T00:11:02Z,0.413190884,co,airSensors,TLM0103
,3,2023-04-19T00:11:12Z,0.413550912,co,airSensors,TLM0103
,3,2023-04-19T00:11:22Z,0.433184393,co,airSensors,TLM0103
,3,2023-04-19T00:11:32Z,0.450265766,co,airSensors,TLM0103
,3,2023-04-19T00:11:42Z,0.465973394,co,airSensors,TLM0103
,3,2023-04-19T00:11:52Z,0.457990415,co,airSensors,TLM0103
,3,2023-04-19T00:12:02Z,0.445836744,co,airSensors,TLM0103
,3,2023-04-19T00:12:12Z,0.458279944,co,airSensors,TLM0103
,3,2023-04-19T00:12:22Z,0.464842589,co,airSensors,TLM0103
,3,2023-04-19T00:12:32Z,0.448507594,co,airSensors,TLM0103
,3,2023-04-19T00:12:42Z,0.462326957,co,airSensors,TLM0103
,3,2023-04-19T00:12:52Z,0.478119662,co,airSensors,TLM0103
,3,2023-04-19T00:13:02Z,0.483049071,co,airSensors,TLM0103
,3,2023-04-19T00:13:12Z,0.494005717,co,airSensors,TLM0103
,3,2023-04-19T00:13:22Z,0.497111707,co,airSensors,TLM0103
,3,2023-04-19T00:13:32Z,0.494745083,co,airSensors,TLM0103
,3,2023-04-19T00:13:42Z,0.487583944,co,airSensors,TLM0103
,3,2023-04-19T00:13:52Z,0.480270554,co,airSensors,TLM0103
,3,2023-04-19T00:14:02Z,0.466129133,co,airSensors,TLM0103
,3,2023-04-19T00:14:12Z,0.447311168,co,airSensors,TLM0103
,3,2023-04-19T00:14:22Z,0.44613699,co,airSensors,TLM0103
,3,2023-04-19T00:14:32Z,0.461869626,co,airSensors,TLM0103
,3,2023-04-19T00:14:42Z,0.444752767,co,airSensors,TLM0103
,3,2023-04-19T00:14:52Z,0.441579569,co,airSensors,TLM0103
,3,2023-04-19T00:15:02Z,0.453556883,co,airSensors,TLM0103
,3,2023-04-19T00:15:12Z,0.448539097,co,airSensors,TLM0103
,3,2023-04-19T00:15:22Z,0.450719375,co,airSensors,TLM0103
,3,2023-04-19T00:15:32Z,0.457790577,co,airSensors,TLM0103
,3,2023-04-19T00:15:42Z,0.447959973,co,airSensors,TLM0103
,3,2023-04-19T00:15:52Z,0.434423012,co,airSensors,TLM0103
,3,2023-04-19T00:16:02Z,0.448150545,co,airSensors,TLM0103
,3,2023-04-19T00:16:12Z,0.433095799,co,airSensors,TLM0103
,3,2023-04-19T00:16:22Z,0.414418897,co,airSensors,TLM0103
,3,2023-04-19T00:16:32Z,0.410498845,co,airSensors,TLM0103
,3,2023-04-19T00:16:42Z,0.395122078,co,airSensors,TLM0103
,3,2023-04-19T00:16:52Z,0.395068306,co,airSensors,TLM0103
,3,2023-04-19T00:17:02Z,0.391951573,co,airSensors,TLM0103
,3,2023-04-19T00:17:12Z,0.388068754,co,airSensors,TLM0103
,3,2023-04-19T00:17:22Z,0.390299841,co,airSensors,TLM0103
,3,2023-04-19T00:17:32Z,0.402922051,co,airSensors,TLM0103
,3,2023-04-19T00:17:42Z,0.39385139,co,airSensors,TLM0103
,3,2023-04-19T00:17:52Z,0.39470684,co,airSensors,TLM0103
,3,2023-04-19T00:18:02Z,0.397990701,co,airSensors,TLM0103
,3,2023-04-19T00:18:12Z,0.388094562,co,airSensors,TLM0103
,3,2023-04-19T00:18:22Z,0.379905061,co,airSensors,TLM0103
,3,2023-04-19T00:18:32Z,0.394907036,co,airSensors,TLM0103
,3,2023-04-19T00:18:42Z,0.403114853,co,airSensors,TLM0103
,3,2023-04-19T00:18:52Z,0.417410956,co,airSensors,TLM0103
,3,2023-04-19T00:19:02Z,0.404015642,co,airSensors,TLM0103
,3,2023-04-19T00:19:12Z,0.409996303,co,airSensors,TLM0103
,3,2023-04-19T00:19:22Z,0.401354856,co,airSensors,TLM0103
,3,2023-04-19T00:19:32Z,0.398073631,co,airSensors,TLM0103
,3,2023-04-19T00:19:42Z,0.385217096,co,airSensors,TLM0103
,3,2023-04-19T00:19:52Z,0.367124722,co,airSensors,TLM0103
,3,2023-04-19T00:20:02Z,0.363180201,co,airSensors,TLM0103
,3,2023-04-19T00:20:12Z,0.359520057,co,airSensors,TLM0103
,3,2023-04-19T00:20:22Z,0.369513164,co,airSensors,TLM0103
,3,2023-04-19T00:20:32Z,0.36373087,co,airSensors,TLM0103
,3,2023-04-19T00:20:42Z,0.356865052,co,airSensors,TLM0103
,3,2023-04-19T00:20:52Z,0.354511014,co,airSensors,TLM0103
,3,2023-04-19T00:21:02Z,0.342271508,co,airSensors,TLM0103
,3,2023-04-19T00:21:12Z,0.330545398,co,airSensors,TLM0103
,3,2023-04-19T00:21:22Z,0.32682938,co,airSensors,TLM0103
,3,2023-04-19T00:21:32Z,0.317550212,co,airSensors,TLM0103
,3,2023-04-19T00:21:42Z,0.308150229,co,airSensors,TLM0103
,3,2023-04-19T00:21:52Z,0.312886542,co,airSensors,TLM0103
,3,2023-04-19T00:22:02Z,0.3221841,co,airSensors,TLM0103
,3,2023-04-19T00:22:12Z,0.310419607,co,airSensors,TLM0103
,3,2023-04-19T00:22:22Z,0.326197096,co,airSensors,TLM0103
,3,2023-04-19T00:22:32Z,0.307014472,co,airSensors,TLM0103
,3,2023-04-19T00:22:42Z,0.299136137,co,airSensors,TLM0103
,3,2023-04-19T00:22:52Z,0.303713045,co,airSensors,TLM0103
,3,2023-04-19T00:23:02Z,0.300268746,co,airSensors,TLM0103
,3,2023-04-19T00:23:12Z,0.303629613,co,airSensors,TLM0103
,3,2023-04-19T00:23:22Z,0.29554171,co,airSensors,TLM0103
,3,2023-04-19T00:23:32Z,0.309494554,co,airSensors,TLM0103
,3,2023-04-19T00:23:42Z,0.306585009,co,airSensors,TLM0103
,3,2023-04-19T00:23:52Z,0.311000676,co,airSensors,TLM0103
,3,2023-04-19T00:24:02Z,0.326057478,co,airSensors,TLM0103
,3,2023-04-19T00:24:12Z,0.310140991,co,airSensors,TLM0103
,3,2023-04-19T00:24:22Z,0.329265572,co,airSensors,TLM0103
,3,2023-04-19T00:24:32Z,0.33674368,co,airSensors,TLM0103
,3,2023-04-19T00:24:42Z,0.342449577,co,airSensors,TLM0103
,3,2023-04-19T00:24:52Z,0.356135981,co,airSensors,TLM0103
,3,2023-04-19T00:25:02Z,0.365087525,co,airSensors,TLM0103
,3,2023-04-19T00:25:12Z,0.345939395,co,airSensors,TLM0103
,3,2023-04-19T00:25:22Z,0.359627741,co,airSensors,TLM0103
,3,2023-04-19T00:25:32Z,0.377282667,co,airSensors,TLM0103
,3,2023-04-19T00:25:42Z,0.373239865,co,airSensors,TLM0103
,3,2023-04-19T00:25:52Z,0.377803503,co,airSensors,TLM0103
,3,2023-04-19T00:26:02Z,0.390445971,co,airSensors,TLM0103
,3,2023-04-19T00:26:12Z,0.39727063,co,airSensors,TLM0103
,3,2023-04-19T00:26:22Z,0.406856275,co,airSensors,TLM0103
,3,2023-04-19T00:26:32Z,0.388151222,co,airSensors,TLM0103
,3,2023-04-19T00:26:42Z,0.37931068,co,airSensors,TLM0103
,3,2023-04-19T00:26:52Z,0.399070398,co,airSensors,TLM0103
,3,2023-04-19T00:27:02Z,0.380360231,co,airSensors,TLM0103
,3,2023-04-19T00:27:12Z,0.388728089,co,airSensors,TLM0103
,3,2023-04-19T00:27:22Z,0.370380415,co,airSensors,TLM0103
,3,2023-04-19T00:27:32Z,0.374263721,co,airSensors,TLM0103
,3,2023-04-19T00:27:42Z,0.357162156,co,airSensors,TLM0103
,3,2023-04-19T00:27:52Z,0.369323111,co,airSensors,TLM0103
,3,2023-04-19T00:28:02Z,0.371203604,co,airSensors,TLM0103
,3,2023-04-19T00:28:12Z,0.371703134,co,airSensors,TLM0103
,3,2023-04-19T00:28:22Z,0.354987746,co,airSensors,TLM0103
,3,2023-04-19T00:28:32Z,0.367175019,co,airSensors,TLM0103
,3,2023-04-19T00:28:42Z,0.348029085,co,airSensors,TLM0103
,3,2023-04-19T00:28:52Z,0.34397611,co,airSensors,TLM0103
,3,2023-04-19T00:29:02Z,0.329657784,co,airSensors,TLM0103
,3,2023-04-19T00:29:12Z,0.343300687,co,airSensors,TLM0103
,3,2023-04-19T00:29:22Z,0.342898709,co,airSensors,TLM0103
,3,2023-04-19T00:29:32Z,0.361103869,co,airSensors,TLM0103
,3,2023-04-19T00:29:42Z,0.376302477,co,airSensors,TLM0103
,3,2023-04-19T00:29:52Z,0.383016511,co,airSensors,TLM0103
,3,2023-04-19T00:30:02Z,0.370917353,co,airSensors,TLM0103
,3,2023-04-19T00:30:12Z,0.379390443,co,airSensors,TLM0103
,3,2023-04-19T00:30:22Z,0.36542484,co,airSensors,TLM0103
,3,2023-04-19T00:30:32Z,0.35825271,co,airSensors,TLM0103
,3,2023-04-19T00:30:42Z,0.3547797,co,airSensors,TLM0103
,3,2023-04-19T00:30:52Z,0.350667608,co,airSensors,TLM0103
,3,2023-04-19T00:31:02Z,0.336730634,co,airSensors,TLM0103
,3,2023-04-19T00:31:12Z,0.329418891,co,airSensors,TLM0103
,3,2023-04-19T00:31:22Z,0.338487471,co,airSensors,TLM0103
,3,2023-04-19T00:31:32Z,0.325020512,co,airSensors,TLM0103
,3,2023-04-19T00:31:42Z,0.314530549,co,airSensors,TLM0103
,3,2023-04-19T00:31:52Z,0.29719141,co,airSensors,TLM0103
,3,2023-04-19T00:32:02Z,0.284148458,co,airSensors,TLM0103
,3,2023-04-19T00:32:12Z,0.268008852,co,airSensors,TLM0103
,3,2023-04-19T00:32:22Z,0.249576992,co,airSensors,TLM0103
,3,2023-04-19T00:32:32Z,0.255207812,co,airSensors,TLM0103
,3,2023-04-19T00:32:42Z,0.242053499,co,airSensors,TLM0103
,3,2023-04-19T00:32:52Z,0.251960221,co,airSensors,TLM0103
,3,2023-04-19T00:33:02Z,0.256436323,co,airSensors,TLM0103
,3,2023-04-19T00:33:12Z,0.255767999,co,airSensors,TLM0103
,3,2023-04-19T00:33:22Z,0.237767477,co,airSensors,TLM0103
,3,2023-04-19T00:33:32Z,0.252371863,co,airSensors,TLM0103
,3,2023-04-19T00:33:42Z,0.246931844,co,airSensors,TLM0103
,3,2023-04-19T00:33:52Z,0.253533034,co,airSensors,TLM0103
,3,2023-04-19T00:34:02Z,0.260656144,co,airSensors,TLM0103
,3,2023-04-19T00:34:12Z,0.280166378,co,airSensors,TLM0103
,3,2023-04-19T00:34:22Z,0.276293569,co,airSensors,TLM0103
,3,2023-04-19T00:34:32Z,0.277299455,co,airSensors,TLM0103
,3,2023-04-19T00:34:42Z,0.266928267,co,airSensors,TLM0103
,3,2023-04-19T00:34:52Z,0.278743086,co,airSensors,TLM0103
,3,2023-04-19T00:35:02Z,0.260247479,co,airSensors,TLM0103
,3,2023-04-19T00:35:12Z,0.26059942,co,airSensors,TLM0103
,3,2023-04-19T00:35:22Z,0.241746518,co,airSensors,TLM0103
,3,2023-04-19T00:35:32Z,0.257522319,co,airSensors,TLM0103
,3,2023-04-19T00:35:42Z,0.26949327,co,airSensors,TLM0103
,3,2023-04-19T00:35:52Z,0.254554688,co,airSensors,TLM0103
,3,2023-04-19T00:36:02Z,0.256039761,co,airSensors,TLM0103
,3,2023-04-19T00:36:12Z,0.258989698,co,airSensors,TLM0103
,3,2023-04-19T00:36:22Z,0.260089576,co,airSensors,TLM0103
,3,2023-04-19T00:36:32Z,0.244745255,co,airSensors,TLM0103
,3,2023-04-19T00:36:42Z,0.25944544,co,airSensors,TLM0103
,3,2023-04-19T00:36:52Z,0.277463784,co,airSensors,TLM0103
,3,2023-04-19T00:37:02Z,0.267215932,co,airSensors,TLM0103
,3,2023-04-19T00:37:12Z,0.269804448,co,airSensors,TLM0103
,3,2023-04-19T00:37:22Z,0.263867965,co,airSensors,TLM0103
,3,2023-04-19T00:37:32Z,0.254789082,co,airSensors,TLM0103
,3,2023-04-19T00:37:42Z,0.26899209,co,airSensors,TLM0103
,3,2023-04-19T00:37:52Z,0.253897012,co,airSensors,TLM0103
,3,2023-04-19T00:38:02Z,0.257056707,co,airSensors,TLM0103
,3,2023-04-19T00:38:12Z,0.244411046,co,airSensors,TLM0103
,3,2023-04-19T00:38:22Z,0.248238896,co,airSensors,TLM0103
,3,2023-04-19T00:38:32Z,0.255252858,co,airSensors,TLM0103
,3,2023-04-19T00:38:42Z,0.261842699,co,airSensors,TLM0103
,3,2023-04-19T00:38:52Z,0.275270652,co,airSensors,TLM0103
,3,2023-04-19T00:39:02Z,0.261226453,co,airSensors,TLM0103
,3,2023-04-19T00:39:12Z,0.273745858,co,airSensors,TLM0103
,3,2023-04-19T00:39:22Z,0.269034637,co,airSensors,TLM0103
,3,2023-04-19T00:39:32Z,0.266599491,co,airSensors,TLM0103
,3,2023-04-19T00:39:42Z,0.250491473,co,airSensors,TLM0103
,3,2023-04-19T00:39:52Z,0.234667669,co,airSensors,TLM0103
,3,2023-04-19T00:40:02Z,0.233114555,co,airSensors,TLM0103
,3,2023-04-19T00:40:12Z,0.22544968,co,airSensors,TLM0103
,3,2023-04-19T00:40:22Z,0.207615742,co,airSensors,TLM0103
,3,2023-04-19T00:40:32Z,0.193261438,co,airSensors,TLM0103
,3,2023-04-19T00:40:42Z,0.209453878,co,airSensors,TLM0103
,3,2023-04-19T00:40:52Z,0.205768162,co,airSensors,TLM0103
,3,2023-04-19T00:41:02Z,0.200093177,co,airSensors,TLM0103
,3,2023-04-19T00:41:12Z,0.211179857,co,airSensors,TLM0103
,3,2023-04-19T00:41:22Z,0.220486141,co,airSensors,TLM0103
,3,2023-04-19T00:41:32Z,0.222092378,co,airSensors,TLM0103
,3,2023-04-19T00:41:42Z,0.217900291,co,airSensors,TLM0103
,3,2023-04-19T00:41:52Z,0.226085415,co,airSensors,TLM0103
,3,2023-04-19T00:42:02Z,0.211997755,co,airSensors,TLM0103
,3,2023-04-19T00:42:12Z,0.197612536,co,airSensors,TLM0103
,3,2023-04-19T00:42:22Z,0.18971055,co,airSensors,TLM0103
,3,2023-04-19T00:42:32Z,0.176916929,co,airSensors,TLM0103
,3,2023-04-19T00:42:42Z,0.170991836,co,airSensors,TLM0103
,3,2023-04-19T00:42:52Z,0.165473978,co,airSensors,TLM0103
,3,2023-04-19T00:43:02Z,0.167192606,co,airSensors,TLM0103
,3,2023-04-19T00:43:12Z,0.152141628,co,airSensors,TLM0103
,3,2023-04-19T00:43:22Z,0.15549081,co,airSensors,TLM0103
,3,2023-04-19T00:43:32Z,0.135574571,co,airSensors,TLM0103
,3,2023-04-19T00:43:42Z,0.124624766,co,airSensors,TLM0103
,3,2023-04-19T00:43:52Z,0.126514887,co,airSensors,TLM0103
,3,2023-04-19T00:44:02Z,0.12306369,co,airSensors,TLM0103
,3,2023-04-19T00:44:12Z,0.141884096,co,airSensors,TLM0103
,3,2023-04-19T00:44:22Z,0.141038766,co,airSensors,TLM0103
,3,2023-04-19T00:44:32Z,0.148485823,co,airSensors,TLM0103
,3,2023-04-19T00:44:42Z,0.152959156,co,airSensors,TLM0103
,3,2023-04-19T00:44:52Z,0.13908797,co,airSensors,TLM0103
,3,2023-04-19T00:45:02Z,0.153881858,co,airSensors,TLM0103
,3,2023-04-19T00:45:12Z,0.167871287,co,airSensors,TLM0103
,3,2023-04-19T00:45:22Z,0.156780652,co,airSensors,TLM0103
,3,2023-04-19T00:45:32Z,0.156143684,co,airSensors,TLM0103
,3,2023-04-19T00:45:42Z,0.13699527,co,airSensors,TLM0103
,3,2023-04-19T00:45:52Z,0.136634942,co,airSensors,TLM0103
,3,2023-04-19T00:46:02Z,0.151595185,co,airSensors,TLM0103
,3,2023-04-19T00:46:12Z,0.143359249,co,airSensors,TLM0103
,3,2023-04-19T00:46:22Z,0.130578794,co,airSensors,TLM0103
,3,2023-04-19T00:46:32Z,0.147073271,co,airSensors,TLM0103
,3,2023-04-19T00:46:42Z,0.152923034,co,airSensors,TLM0103
,3,2023-04-19T00:46:52Z,0.14981872,co,airSensors,TLM0103
,3,2023-04-19T00:47:02Z,0.135033102,co,airSensors,TLM0103
,3,2023-04-19T00:47:12Z,0.149084628,co,airSensors,TLM0103
,3,2023-04-19T00:47:22Z,0.167110218,co,airSensors,TLM0103
,3,2023-04-19T00:47:32Z,0.148708015,co,airSensors,TLM0103
,3,2023-04-19T00:47:42Z,0.16774078,co,airSensors,TLM0103
,3,2023-04-19T00:47:52Z,0.159548382,co,airSensors,TLM0103
,3,2023-04-19T00:48:02Z,0.150955798,co,airSensors,TLM0103
,3,2023-04-19T00:48:12Z,0.146568556,co,airSensors,TLM0103
,3,2023-04-19T00:48:22Z,0.165027755,co,airSensors,TLM0103
,3,2023-04-19T00:48:32Z,0.14887453,co,airSensors,TLM0103
,3,2023-04-19T00:48:42Z,0.163904409,co,airSensors,TLM0103
,3,2023-04-19T00:48:52Z,0.161455027,co,airSensors,TLM0103
,3,2023-04-19T00:49:02Z,0.156813453,co,airSensors,TLM0103
,3,2023-04-19T00:49:12Z,0.154831864,co,airSensors,TLM0103
,3,2023-04-19T00:49:22Z,0.168808786,co,airSensors,TLM0103
,3,2023-04-19T00:49:32Z,0.184798836,co,airSensors,TLM0103
,3,2023-04-19T00:49:42Z,0.171458083,co,airSensors,TLM0103
,4,2023-04-18T23:49:42Z,0.500891359,co,airSensors,TLM0200
,4,2023-04-18T23:49:52Z,0.541490353,co,airSensors,TLM0200
,4,2023-04-18T23:50:02Z,0.556547692,co,airSensors,TLM0200
,4,2023-04-18T23:50:12Z,0.566628388,co,airSensors,TLM0200
,4,2023-04-18T23:50:22Z,0.562345752,co,airSensors,TLM0200
,4,2023-04-18T23:50:32Z,0.576374365,co,airSensors,TLM0200
,4,2023-04-18T23:50:42Z,0.558226819,co,airSensors,TLM0200
,4,2023-04-18T23:50:52Z,0.540788254,co,airSensors,TLM0200
,4,2023-04-18T23:51:02Z,0.573600708,co,airSensors,TLM0200
,4,2023-04-18T23:51:12Z,0.564628288,co,airSensors,TLM0200
,4,2023-04-18T23:51:22Z,0.545299821,co,airSensors,TLM0200
,4,2023-04-18T23:51:32Z,0.527065303,co,airSensors,TLM0200
,4,2023-04-18T23:51:42Z,0.548060646,co,airSensors,TLM0200
,4,2023-04-18T23:51:52Z,0.55691578,co,airSensors,TLM0200
,4,2023-04-18T23:52:02Z,0.590997758,co,airSensors,TLM0200
,4,2023-04-18T23:52:12Z,0.601615393,co,airSensors,TLM0200
,4,2023-04-18T23:52:22Z,0.595665708,co,airSensors,TLM0200
,4,2023-04-18T23:52:32Z,0.621246272,co,airSensors,TLM0200
,4,2023-04-18T23:52:42Z,0.630444232,co,airSensors,TLM0200
,4,2023-04-18T23:52:52Z,0.621626228,co,airSensors,TLM0200
,4,2023-04-18T23:53:02Z,0.653520324,co,airSensors,TLM0200
,4,2023-04-18T23:53:12Z,0.693277721,co,airSensors,TLM0200
,4,2023-04-18T23:53:22Z,0.721104529,co,airSensors,TLM0200
,4,2023-04-18T23:53:32Z,0.702183362,co,airSensors,TLM0200
,4,2023-04-18T23:53:42Z,0.713090924,co,airSensors,TLM0200
,4,2023-04-18T23:53:52Z,0.748442501,co,airSensors,TLM0200
,4,2023-04-18T23:54:02Z,0.748293856,co,airSensors,TLM0200
,4,2023-04-18T23:54:12Z,0.757782105,co,airSensors,TLM0200
,4,2023-04-18T23:54:22Z,0.742719414,co,airSensors,TLM0200
,4,2023-04-18T23:54:32Z,0.729335692,co,airSensors,TLM0200
,4,2023-04-18T23:54:42Z,0.716605447,co,airSensors,TLM0200
,4,2023-04-18T23:54:52Z,0.714854947,co,airSensors,TLM0200
,4,2023-04-18T23:55:02Z,0.704518309,co,airSensors,TLM0200
,4,2023-04-18T23:55:12Z,0.745502932,co,airSensors,TLM0200
,4,2023-04-18T23:55:22Z,0.79200825,co,airSensors,TLM0200
,4,2023-04-18T23:55:32Z,0.815596088,co,airSensors,TLM0200
,4,2023-04-18T23:55:42Z,0.858994428,co,airSensors,TLM0200
,4,2023-04-18T23:55:52Z,0.898413804,co,airSensors,TLM0200
,4,2023-04-18T23:56:02Z,0.9038184,co,airSensors,TLM0200
,4,2023-04-18T23:56:12Z,0.945009442,co,airSensors,TLM0200
,4,2023-04-18T23:56:22Z,0.956207854,co,airSensors,TLM0200
,4,2023-04-18T23:56:32Z,0.991639185,co,airSensors,TLM0200
,4,2023-04-18T23:56:42Z,0.991272999,co,airSensors,TLM0200
,4,2023-04-18T23:56:52Z,1.03491794,co,airSensors,TLM0200
,4,2023-04-18T23:57:02Z,1.017329503,co,airSensors,TLM0200
,4,2023-04-18T23:57:12Z,1.062392407,co,airSensors,TLM0200
,4,2023-04-18T23:57:22Z,1.104644287,co,airSensors,TLM0200
,4,2023-04-18T23:57:32Z,1.089628179,co,airSensors,TLM0200
,4,2023-04-18T23:57:42Z,1.113382704,co,airSensors,TLM0200
,4,2023-04-18T23:57:52Z,1.159907996,co,airSensors,TLM0200
,4,2023-04-18T23:58:02Z,1.166316124,co,airSensors,TLM0200
,4,2023-04-18T23:58:12Z,1.213786486,co,airSensors,TLM0200
,4,2023-04-18T23:58:22Z,1.243189826,co,airSensors,TLM0200
,4,2023-04-18T23:58:32Z,1.254902469,co,airSensors,TLM0200
,4,2023-04-18T23:58:42Z,1.295967007,co,airSensors,TLM0200
,4,2023-04-18T23:58:52Z,1.314517317,co,airSensors,TLM0200
,4,2023-04-18T23:59:02Z,1.358007347,co,airSensors,TLM0200
,4,2023-04-18T23:59:12Z,1.400995973,co,airSensors,TLM0200
,4,2023-04-18T23:59:22Z,1.398816876,co,airSensors,TLM0200
,4,2023-04-18T23:59:32Z,1.433172932,co,airSensors,TLM0200
,4,2023-04-18T23:59:42Z,1.466923331,co,airSensors,TLM0200
,4,2023-04-18T23:59:52Z,1.464242455,co,airSensors,TLM0200
,4,2023-04-19T00:00:02Z,1.449023618,co,airSensors,TLM0200
,4,2023-04-19T00:00:12Z,1.433003135,co,airSensors,TLM0200
,4,2023-04-19T00:00:22Z,1.469437399,co,airSensors,TLM0200
,4,2023-04-19T00:00:32Z,1.469108216,co,airSensors,TLM0200
,4,2023-04-19T00:00:42Z,1.469310126,co,airSensors,TLM0200
,4,2023-04-19T00:00:52Z,1.477620403,co,airSensors,TLM0200
,4,2023-04-19T00:01:02Z,1.499019684,co,airSensors,TLM0200
,4,2023-04-19T00:01:12Z,1.521925344,co,airSensors,TLM0200
,4,2023-04-19T00:01:22Z,1.554993875,co,airSensors,TLM0200
,4,2023-04-19T00:01:32Z,1.584697603,co,airSensors,TLM0200
